Area_name,STCOU,POP010130F,POP010130D,POP010130N1,POP010130N2,POP010140F,POP010140D,POP010140N1,POP010140N2,POP010150F,POP010150D,POP010150N1,POP010150N2,POP010160F,POP010160D,POP010160N1,POP010160N2,POP010170F,POP010170D,POP010170N1,POP010170N2,POP010180F,POP010180D,POP010180N1,POP010180N2,POP010190F,POP010190D,POP010190N1,POP010190N2,POP010200F,POP010200D,POP010200N1,POP010200N2,POP010210F,POP010210D,POP010210N1,POP010210N2,POP020170F,POP020170D,POP020170N1,POP020170N2
"Trinity, CA",06105,0,2809,0000,0000,0,3970,0000,0000,0,5087,0000,0000,0,9706,0000,0000,0,7615,0000,0000,0,11858,0000,0000,0,13063,0000,0000,0,13022,0000,0000,0,13786,0000,0000,0,7615,0000,0000
"Tulare, CA",06107,0,77442,0000,0000,0,107152,0000,0000,0,149264,0000,0000,0,168403,0000,0000,0,188322,0000,0000,0,245738,0000,0000,0,311921,0000,0000,0,368021,0000,0000,0,442179,0000,0000,0,188322,0000,0000
"Tuolumne, CA",06109,0,9271,0000,0000,0,10887,0000,0000,0,12584,0000,0000,0,14404,0000,0000,0,22169,0000,0000,0,33928,0000,0000,0,48456,0000,0000,0,54501,0000,0000,0,55365,0000,0000,0,22169,0000,0000
"Ventura, CA",06111,0,54976,0000,0000,0,69685,0000,0000,0,114647,0000,0000,0,199138,0000,0000,0,376430,0000,0000,0,529174,0000,0000,0,669016,0000,0000,0,753197,0000,0000,0,823318,0000,0000,0,378497,0000,0000
"Yolo, CA",06113,0,23644,0000,0000,0,27243,0000,0000,0,40640,0000,0000,0,65727,0000,0000,0,91788,0000,0000,0,113374,0000,0000,0,141092,0000,0000,0,168660,0000,0000,0,200849,0000,0000,0,91788,0000,0000
"Yuba, CA",06115,0,11331,0000,0000,0,17034,0000,0000,0,24420,0000,0000,0,33859,0000,0000,0,44736,0000,0000,0,49733,0000,0000,0,58228,0000,0000,0,60219,0000,0000,0,72155,0000,0000,0,44736,0000,0000
COLORADO,08000,0,1035791,0000,0000,0,1123296,0000,0000,0,1325089,0000,0000,0,1753947,0000,0000,0,2207259,0000,0000,0,2889964,0000,0000,0,3294394,0000,0000,0,4301261,0000,0000,0,5029196,0000,0000,0,2209596,0000,0000
"Adams, CO",08001,0,20245,0000,0000,0,22481,0000,0000,0,40234,0000,0000,0,120296,0000,0000,0,185789,0000,0000,0,245944,0000,0000,0,265038,0000,0000,0,363857,0000,0000,0,441603,0000,0000,0,185789,0000,0000
"Alamosa, CO",08003,0,8602,0000,0000,0,10484,0000,0000,0,10531,0000,0000,0,10000,0000,0000,0,11422,0000,0000,0,11799,0000,0000,0,13617,0000,0000,0,14966,0000,0000,0,15445,0000,0000,0,11422,0000,0000
"Arapahoe, CO",08005,0,22647,0000,0000,0,32150,0000,0000,0,52125,0000,0000,0,113426,0000,0000,0,162142,0000,0000,0,293621,0000,0000,0,391511,0000,0000,0,487967,0000,0000,0,572003,0000,0000,0,162142,0000,0000
"Archuleta, CO",08007,0,3204,0000,0000,0,3806,0000,0000,0,3030,0000,0000,0,2629,0000,0000,0,2733,0000,0000,0,3664,0000,0000,0,5345,0000,0000,0,9898,0000,0000,0,12084,0000,0000,0,2733,0000,0000
"Baca, CO",08009,0,10570,0000,0000,0,6207,0000,0000,0,7964,0000,0000,0,6310,0000,0000,0,5674,0000,0000,0,5419,0000,0000,0,4556,0000,0000,0,4517,0000,0000,0,3788,0000,0000,0,5674,0000,0000
"Bent, CO",08011,0,9134,0000,0000,0,9653,0000,0000,0,8775,0000,0000,0,7419,0000,0000,0,6493,0000,0000,0,5945,0000,0000,0,5048,0000,0000,0,5998,0000,0000,0,6499,0000,0000,0,6493,0000,0000
"Boulder, CO",08013,0,32456,0000,0000,0,37438,0000,0000,0,48296,0000,0000,0,74254,0000,0000,0,131889,0000,0000,0,189625,0000,0000,0,225339,0000,0000,0,291288,0000,0000,0,294567,0000,0000,0,131889,0000,0000
"Broomfield, CO",08014,5,0,0000,0000,5,0,0000,0000,5,0,0000,0000,5,0,0000,0000,5,0,0000,0000,5,0,0000,0000,5,0,0000,0000,5,0,0000,0000,0,55889,0000,0000,5,0,0000,0000
"Chaffee, CO",08015,0,8126,0000,0000,0,8109,0000,0000,0,7168,0000,0000,0,8298,0000,0000,0,10162,0000,0000,0,13227,0000,0000,0,12684,0000,0000,0,16242,0000,0000,0,17809,0000,0000,0,10162,0000,0000
"Cheyenne, CO",08017,0,3723,0000,0000,0,2964,0000,0000,0,3453,0000,0000,0,2789,0000,0000,0,2396,0000,0000,0,2153,0000,0000,0,2397,0000,0000,0,2231,0000,0000,0,1836,0000,0000,0,2396,0000,0000
"Clear Creek, CO",08019,0,2155,0000,0000,0,3784,0000,0000,0,3289,0000,0000,0,2793,0000,0000,0,4819,0000,0000,0,7308,0000,0000,0,7619,0000,0000,0,9322,0000,0000,0,9088,0000,0000,0,4819,0000,0000
"Conejos, CO",08021,0,9803,0000,0000,0,11648,0000,0000,0,10171,0000,0000,0,8428,0000,0000,0,7846,0000,0000,0,7794,0000,0000,0,7453,0000,0000,0,8400,0000,0000,0,8256,0000,0000,0,7846,0000,0000
"Costilla, CO",08023,0,5779,0000,0000,0,7533,0000,0000,0,6067,0000,0000,0,4219,0000,0000,0,3091,0000,0000,0,3071,0000,0000,0,3190,0000,0000,0,3663,0000,0000,0,3524,0000,0000,0,3091,0000,0000
"Crowley, CO",08025,0,5934,0000,0000,0,5398,0000,0000,0,5222,0000,0000,0,3978,0000,0000,0,3086,0000,0000,0,2988,0000,0000,0,3946,0000,0000,0,5518,0000,0000,0,5823,0000,0000,0,3086,0000,0000
"Custer, CO",08027,0,2124,0000,0000,0,2270,0000,0000,0,1573,0000,0000,0,1305,0000,0000,0,1120,0000,0000,0,1528,0000,0000,0,1926,0000,0000,0,3503,0000,0000,0,4255,0000,0000,0,1120,0000,0000
"Delta, CO",08029,0,14204,0000,0000,0,16470,0000,0000,0,17365,0000,0000,0,15602,0000,0000,0,15286,0000,0000,0,21225,0000,0000,0,20980,0000,0000,0,27834,0000,0000,0,30952,0000,0000,0,15286,0000,0000
"Denver, CO",08031,0,287861,0000,0000,0,322412,0000,0000,0,415786,0000,0000,0,493887,0000,0000,0,514678,0000,0000,0,492365,0000,0000,0,467610,0000,0000,0,554636,0000,0000,0,600158,0000,0000,0,514678,0000,0000
"Dolores, CO",08033,0,1412,0000,0000,0,1958,0000,0000,0,1966,0000,0000,0,2196,0000,0000,0,1641,0000,0000,0,1658,0000,0000,0,1504,0000,0000,0,1844,0000,0000,0,2064,0000,0000,0,1641,0000,0000
"Douglas, CO",08035,0,3498,0000,0000,0,3496,0000,0000,0,3507,0000,0000,0,4816,0000,0000,0,8407,0000,0000,0,25153,0000,0000,0,60391,0000,0000,0,175766,0000,0000,0,285465,0000,0000,0,8407,0000,0000
"Eagle, CO",08037,0,3924,0000,0000,0,5361,0000,0000,0,4488,0000,0000,0,4677,0000,0000,0,7498,0000,0000,0,13320,0000,0000,0,21928,0000,0000,0,41659,0000,0000,0,52197,0000,0000,0,7498,0000,0000
"Elbert, CO",08039,0,6580,0000,0000,0,5460,0000,0000,0,4477,0000,0000,0,3708,0000,0000,0,3903,0000,0000,0,6850,0000,0000,0,9646,0000,0000,0,19872,0000,0000,0,23086,0000,0000,0,3903,0000,0000
"El Paso, CO",08041,0,49570,0000,0000,0,54025,0000,0000,0,74523,0000,0000,0,143742,0000,0000,0,235972,0000,0000,0,309424,0000,0000,0,397014,0000,0000,0,516929,0000,0000,0,622263,0000,0000,0,235972,0000,0000
"Fremont, CO",08043,0,18896,0000,0000,0,19742,0000,0000,0,18366,0000,0000,0,20196,0000,0000,0,21942,0000,0000,0,28676,0000,0000,0,32273,0000,0000,0,46145,0000,0000,0,46824,0000,0000,0,21942,0000,0000
"Garfield, CO",08045,0,9975,0000,0000,0,10560,0000,0000,0,11625,0000,0000,0,12017,0000,0000,0,14821,0000,0000,0,22514,0000,0000,0,29974,0000,0000,0,43791,0000,0000,0,56389,0000,0000,0,14821,0000,0000
"Gilpin, CO",08047,0,1212,0000,0000,0,1625,0000,0000,0,850,0000,0000,0,685,0000,0000,0,1272,0000,0000,0,2441,0000,0000,0,3070,0000,0000,0,4757,0000,0000,0,5441,0000,0000,0,1272,0000,0000
"Grand, CO",08049,0,2108,0000,0000,0,3587,0000,0000,0,3963,0000,0000,0,3557,0000,0000,0,4107,0000,0000,0,7475,0000,0000,0,7966,0000,0000,0,12442,0000,0000,0,14843,0000,0000,0,4107,0000,0000
"Gunnison, CO",08051,0,5527,0000,0000,0,6192,0000,0000,0,5716,0000,0000,0,5477,0000,0000,0,7578,0000,0000,0,10689,0000,0000,0,10273,0000,0000,0,13956,0000,0000,0,15324,0000,0000,0,7578,0000,0000
"Hinsdale, CO",08053,0,449,0000,0000,0,349,0000,0000,0,263,0000,0000,0,208,0000,0000,0,202,0000,0000,0,408,0000,0000,0,467,0000,0000,0,790,0000,0000,0,843,0000,0000,0,202,0000,0000
"Huerfano, CO",08055,0,17062,0000,0000,0,16088,0000,0000,0,10549,0000,0000,0,7867,0000,0000,0,6590,0000,0000,0,6440,0000,0000,0,6009,0000,0000,0,7862,0000,0000,0,6711,0000,0000,0,6590,0000,0000
"Jackson, CO",08057,0,1386,0000,0000,0,1798,0000,0000,0,1976,0000,0000,0,1758,0000,0000,0,1811,0000,0000,0,1863,0000,0000,0,1605,0000,0000,0,1577,0000,0000,0,1394,0000,0000,0,1811,0000,0000
"Jefferson, CO",08059,0,21810,0000,0000,0,30725,0000,0000,0,55687,0000,0000,0,127520,0000,0000,0,233031,0000,0000,0,371753,0000,0000,0,438430,0000,0000,0,527056,0000,0000,0,534543,0000,0000,0,235368,0000,0000
"Kiowa, CO",08061,0,3786,0000,0000,0,2793,0000,0000,0,3003,0000,0000,0,2425,0000,0000,0,2029,0000,0000,0,1936,0000,0000,0,1688,0000,0000,0,1622,0000,0000,0,1398,0000,0000,0,2029,0000,0000
"Kit Carson, CO",08063,0,9725,0000,0000,0,7512,0000,0000,0,8600,0000,0000,0,6957,0000,0000,0,7530,0000,0000,0,7599,0000,0000,0,7140,0000,0000,0,8011,0000,0000,0,8270,0000,0000,0,7530,0000,0000
"Lake, CO",08065,0,4899,0000,0000,0,6883,0000,0000,0,6150,0000,0000,0,7101,0000,0000,0,8282,0000,0000,0,8830,0000,0000,0,6007,0000,0000,0,7812,0000,0000,0,7310,0000,0000,0,8282,0000,0000
"La Plata, CO",08067,0,12975,0000,0000,0,15494,0000,0000,0,14880,0000,0000,0,19225,0000,0000,0,19199,0000,0000,0,27424,0000,0000,0,32284,0000,0000,0,43941,0000,0000,0,51334,0000,0000,0,19199,0000,0000
"Larimer, CO",08069,0,33137,0000,0000,0,35539,0000,0000,0,43554,0000,0000,0,53343,0000,0000,0,89900,0000,0000,0,149184,0000,0000,0,186136,0000,0000,0,251494,0000,0000,0,299630,0000,0000,0,89900,0000,0000
"Las Animas, CO",08071,0,36008,0000,0000,0,32369,0000,0000,0,25902,0000,0000,0,19983,0000,0000,0,15744,0000,0000,0,14897,0000,0000,0,13765,0000,0000,0,15207,0000,0000,0,15507,0000,0000,0,15744,0000,0000
"Lincoln, CO",08073,0,7850,0000,0000,0,5882,0000,0000,0,5909,0000,0000,0,5310,0000,0000,0,4836,0000,0000,0,4663,0000,0000,0,4529,0000,0000,0,6087,0000,0000,0,5467,0000,0000,0,4836,0000,0000
"Logan, CO",08075,0,19946,0000,0000,0,18370,0000,0000,0,17187,0000,0000,0,20302,0000,0000,0,18852,0000,0000,0,19800,0000,0000,0,17567,0000,0000,0,20504,0000,0000,0,22709,0000,0000,0,18852,0000,0000
"Mesa, CO",08077,0,25908,0000,0000,0,33791,0000,0000,0,38974,0000,0000,0,50715,0000,0000,0,54374,0000,0000,0,81530,0000,0000,0,93145,0000,0000,0,116255,0000,0000,0,146723,0000,0000,0,54374,0000,0000
"Mineral, CO",08079,0,640,0000,0000,0,975,0000,0000,0,698,0000,0000,0,424,0000,0000,0,786,0000,0000,0,804,0000,0000,0,558,0000,0000,0,831,0000,0000,0,712,0000,0000,0,786,0000,0000
"Moffat, CO",08081,0,4861,0000,0000,0,5086,0000,0000,0,5946,0000,0000,0,7061,0000,0000,0,6525,0000,0000,0,13133,0000,0000,0,11357,0000,0000,0,13184,0000,0000,0,13795,0000,0000,0,6525,0000,0000
"Montezuma, CO",08083,0,7798,0000,0000,0,10463,0000,0000,0,9991,0000,0000,0,14024,0000,0000,0,12952,0000,0000,0,16510,0000,0000,0,18672,0000,0000,0,23830,0000,0000,0,25535,0000,0000,0,12952,0000,0000
"Montrose, CO",08085,0,11742,0000,0000,0,15418,0000,0000,0,15220,0000,0000,0,18286,0000,0000,0,18366,0000,0000,0,24352,0000,0000,0,24423,0000,0000,0,33432,0000,0000,0,41276,0000,0000,0,18366,0000,0000
"Morgan, CO",08087,0,18284,0000,0000,0,17214,0000,0000,0,18074,0000,0000,0,21192,0000,0000,0,20105,0000,0000,0,22513,0000,0000,0,21939,0000,0000,0,27171,0000,0000,0,28159,0000,0000,0,20105,0000,0000
"Otero, CO",08089,0,24390,0000,0000,0,23571,0000,0000,0,25275,0000,0000,0,24128,0000,0000,0,23523,0000,0000,0,22567,0000,0000,0,20185,0000,0000,0,20311,0000,0000,0,18831,0000,0000,0,23523,0000,0000
"Ouray, CO",08091,0,1784,0000,0000,0,2089,0000,0000,0,2103,0000,0000,0,1601,0000,0000,0,1546,0000,0000,0,1925,0000,0000,0,2295,0000,0000,0,3742,0000,0000,0,4436,0000,0000,0,1546,0000,0000
"Park, CO",08093,0,2052,0000,0000,0,3272,0000,0000,0,1870,0000,0000,0,1822,0000,0000,0,2185,0000,0000,0,5333,0000,0000,0,7174,0000,0000,0,14523,0000,0000,0,16206,0000,0000,0,2185,0000,0000
"Phillips, CO",08095,0,5797,0000,0000,0,4948,0000,0000,0,4924,0000,0000,0,4440,0000,0000,0,4131,0000,0000,0,4542,0000,0000,0,4189,0000,0000,0,4480,0000,0000,0,4442,0000,0000,0,4131,0000,0000
"Pitkin, CO",08097,0,1770,0000,0000,0,1836,0000,0000,0,1646,0000,0000,0,2381,0000,0000,0,6185,0000,0000,0,10338,0000,0000,0,12661,0000,0000,0,14872,0000,0000,0,17148,0000,0000,0,6185,0000,0000
"Prowers, CO",08099,0,14762,0000,0000,0,12304,0000,0000,0,14836,0000,0000,0,13296,0000,0000,0,13258,0000,0000,0,13070,0000,0000,0,13347,0000,0000,0,14483,0000,0000,0,12551,0000,0000,0,13258,0000,0000
"Pueblo, CO",08101,0,66038,0000,0000,0,68870,0000,0000,0,90188,0000,0000,0,118707,0000,0000,0,118238,0000,0000,0,125972,0000,0000,0,123051,0000,0000,0,141472,0000,0000,0,159063,0000,0000,0,118238,0000,0000
"Rio Blanco, CO",08103,0,2980,0000,0000,0,2943,0000,0000,0,4719,0000,0000,0,5150,0000,0000,0,4842,0000,0000,0,6255,0000,0000,0,5972,0000,0000,0,5986,0000,0000,0,6666,0000,0000,0,4842,0000,0000
"Rio Grande, CO",08105,0,9953,0000,0000,0,12404,0000,0000,0,12832,0000,0000,0,11160,0000,0000,0,10494,0000,0000,0,10511,0000,0000,0,10770,0000,0000,0,12413,0000,0000,0,11982,0000,0000,0,10494,0000,0000
"Routt, CO",08107,0,9352,0000,0000,0,10525,0000,0000,0,8940,0000,0000,0,5900,0000,0000,0,6592,0000,0000,0,13404,0000,0000,0,14088,0000,0000,0,19690,0000,0000,0,23509,0000,0000,0,6592,0000,0000
"Saguache, CO",08109,0,6250,0000,0000,0,6173,0000,0000,0,5664,0000,0000,0,4473,0000,0000,0,3827,0000,0000,0,3935,0000,0000,0,4619,0000,0000,0,5917,0000,0000,0,6108,0000,0000,0,3827,0000,0000
"San Juan, CO",08111,0,1935,0000,0000,0,1439,0000,0000,0,1471,0000,0000,0,849,0000,0000,0,831,0000,0000,0,833,0000,0000,0,745,0000,0000,0,558,0000,0000,0,699,0000,0000,0,831,0000,0000
"San Miguel, CO",08113,0,2184,0000,0000,0,3664,0000,0000,0,2693,0000,0000,0,2944,0000,0000,0,1949,0000,0000,0,3192,0000,0000,0,3653,0000,0000,0,6594,0000,0000,0,7359,0000,0000,0,1949,0000,0000
"Sedgwick, CO",08115,0,5580,0000,0000,0,5294,0000,0000,0,5095,0000,0000,0,4242,0000,0000,0,3405,0000,0000,0,3266,0000,0000,0,2690,0000,0000,0,2747,0000,0000,0,2379,0000,0000,0,3405,0000,0000
"Summit, CO",08117,0,987,0000,0000,0,1754,0000,0000,0,1135,0000,0000,0,2073,0000,0000,0,2665,0000,0000,0,8848,0000,0000,0,12881,0000,0000,0,23548,0000,0000,0,27994,0000,0000,0,2665,0000,0000
"Teller, CO",08119,0,4141,0000,0000,0,6463,0000,0000,0,2754,0000,0000,0,2495,0000,0000,0,3316,0000,0000,0,8034,0000,0000,0,12468,0000,0000,0,20555,0000,0000,0,23350,0000,0000,0,3316,0000,0000
"Washington, CO",08121,0,9591,0000,0000,0,8336,0000,0000,0,7520,0000,0000,0,6625,0000,0000,0,5550,0000,0000,0,5304,0000,0000,0,4812,0000,0000,0,4926,0000,0000,0,4814,0000,0000,0,5550,0000,0000
"Weld, CO",08123,0,65097,0000,0000,0,63747,0000,0000,0,67504,0000,0000,0,72344,0000,0000,0,89297,0000,0000,0,123438,0000,0000,0,131821,0000,0000,0,180936,0000,0000,0,252825,0000,0000,0,89297,0000,0000
"Yuma, CO",08125,0,13613,0000,0000,0,12102,0000,0000,0,10827,0000,0000,0,8912,0000,0000,0,8544,0000,0000,0,9682,0000,0000,0,8954,0000,0000,0,9841,0000,0000,0,10043,0000,0000,0,8544,0000,0000
CONNECTICUT,09000,0,1606903,0000,0000,0,1709242,0000,0000,0,2007280,0000,0000,0,2535234,0000,0000,0,3031709,0000,0000,0,3107576,0000,0000,0,3287116,0000,0000,0,3405565,0000,0000,0,3574097,0000,0000,0,3032217,0000,0000
"Fairfield, CT",09001,0,386702,0000,0000,0,418384,0000,0000,0,504342,0000,0000,0,653589,0000,0000,0,792814,0000,0000,0,807143,0000,0000,0,827645,0000,0000,0,882567,0000,0000,0,916829,0000,0000,0,792814,0000,0000
"Hartford, CT",09003,0,421097,0000,0000,0,450189,0000,0000,0,539661,0000,0000,0,689555,0000,0000,0,816737,0000,0000,0,807766,0000,0000,0,851783,0000,0000,0,857183,0000,0000,0,894014,0000,0000,0,816737,0000,0000
"Litchfield, CT",09005,0,82556,0000,0000,0,87041,0000,0000,0,98872,0000,0000,0,119856,0000,0000,0,144091,0000,0000,0,156769,0000,0000,0,174092,0000,0000,0,182193,0000,0000,0,189927,0000,0000,0,144091,0000,0000
"Middlesex, CT",09007,0,51388,0000,0000,0,55999,0000,0000,0,67332,0000,0000,0,88865,0000,0000,0,114816,0000,0000,0,129017,0000,0000,0,143196,0000,0000,0,155071,0000,0000,0,165676,0000,0000,0,115018,0000,0000
"New Haven, CT",09009,0,463449,0000,0000,0,484316,0000,0000,0,545784,0000,0000,0,660315,0000,0000,0,744948,0000,0000,0,761337,0000,0000,0,804219,0000,0000,0,824008,0000,0000,0,862477,0000,0000,0,744948,0000,0000
"New London, CT",09011,0,118966,0000,0000,0,125224,0000,0000,0,144821,0000,0000,0,185745,0000,0000,0,230348,0000,0000,0,238409,0000,0000,0,254957,0000,0000,0,259088,0000,0000,0,274055,0000,0000,0,230654,0000,0000
"Tolland, CT",09013,0,28659,0000,0000,0,31866,0000,0000,0,44709,0000,0000,0,68737,0000,0000,0,103440,0000,0000,0,114823,0000,0000,0,128699,0000,0000,0,136364,0000,0000,0,152691,0000,0000,0,103440,0000,0000
"Windham, CT",09015,0,54086,0000,0000,0,56223,0000,0000,0,61759,0000,0000,0,68572,0000,0000,0,84515,0000,0000,0,92312,0000,0000,0,102525,0000,0000,0,109091,0000,0000,0,118428,0000,0000,0,84515,0000,0000
DELAWARE,10000,0,238380,0000,0000,0,266505,0000,0000,0,318085,0000,0000,0,446292,0000,0000,0,548104,0000,0000,0,594338,0000,0000,0,666168,0000,0000,0,783600,0000,0000,0,897934,0000,0000,0,548104,0000,0000
"Kent, DE",10001,0,31841,0000,0000,0,34441,0000,0000,0,37870,0000,0000,0,65651,0000,0000,0,81892,0000,0000,0,98219,0000,0000,0,110993,0000,0000,0,126697,0000,0000,0,162310,0000,0000,0,81892,0000,0000
"New Castle, DE",10003,0,161032,0000,0000,0,179562,0000,0000,0,218879,0000,0000,0,307446,0000,0000,0,385856,0000,0000,0,398115,0000,0000,0,441946,0000,0000,0,500265,0000,0000,0,538479,0000,0000,0,385856,0000,0000
"Sussex, DE",10005,0,45507,0000,0000,0,52502,0000,0000,0,61336,0000,0000,0,73195,0000,0000,0,80356,0000,0000,0,98004,0000,0000,0,113229,0000,0000,0,156638,0000,0000,0,197145,0000,0000,0,80356,0000,0000
DISTRICT OF COLUMBIA,11000,0,486869,0000,0000,0,663091,0000,0000,0,802178,0000,0000,0,763956,0000,0000,0,756510,0000,0000,0,638333,0000,0000,0,606900,0000,0000,0,572059,0000,0000,0,601723,0000,0000,0,756668,0000,0000
District of Columbia,11001,0,486869,0000,0000,0,663091,0000,0000,0,802178,0000,0000,0,763956,0000,0000,0,756510,0000,0000,0,638333,0000,0000,0,606900,0000,0000,0,572059,0000,0000,0,601723,0000,0000,0,756668,0000,0000
FLORIDA,12000,0,1468211,0000,0000,0,1897414,0000,0000,0,2771305,0000,0000,0,4951560,0000,0000,0,6789443,0000,0000,0,9746324,0000,0000,0,12937926,0000,0000,0,15982378,0000,0000,0,18801310,0000,0000,0,6791418,0000,0000
"Alachua, FL",12001,0,34365,0000,0000,0,38607,0000,0000,0,57026,0000,0000,0,74074,0000,0000,0,104764,0000,0000,0,151348,0000,0000,0,181596,0000,0000,0,217955,0000,0000,0,247336,0000,0000,0,104764,0000,0000
"Baker, FL",12003,0,6273,0000,0000,0,6510,0000,0000,0,6313,0000,0000,0,7363,0000,0000,0,9242,0000,0000,0,15289,0000,0000,0,18486,0000,0000,0,22259,0000,0000,0,27115,0000,0000,0,9242,0000,0000
"Bay, FL",12005,0,12091,0000,0000,0,20686,0000,0000,0,42689,0000,0000,0,67131,0000,0000,0,75283,0000,0000,0,97740,0000,0000,0,126994,0000,0000,0,148217,0000,0000,0,168852,0000,0000,0,75283,0000,0000
"Bradford, FL",12007,0,9405,0000,0000,0,8717,0000,0000,0,11457,0000,0000,0,12446,0000,0000,0,14625,0000,0000,0,20023,0000,0000,0,22515,0000,0000,0,26088,0000,0000,0,28520,0000,0000,0,14625,0000,0000
"Brevard, FL",12009,0,13283,0000,0000,0,16142,0000,0000,0,23653,0000,0000,0,111435,0000,0000,0,230006,0000,0000,0,272959,0000,0000,0,398978,0000,0000,0,476230,0000,0000,0,543376,0000,0000,0,230006,0000,0000
"Broward, FL",12011,0,20094,0000,0000,0,39794,0000,0000,0,83933,0000,0000,0,333946,0000,0000,0,620100,0000,0000,0,1018200,0000,0000,0,1255488,0000,0000,0,1623018,0000,0000,0,1748066,0000,0000,0,620100,0000,0000
"Calhoun, FL",12013,0,7298,0000,0000,0,8218,0000,0000,0,7922,0000,0000,0,7422,0000,0000,0,7624,0000,0000,0,9294,0000,0000,0,11011,0000,0000,0,13017,0000,0000,0,14625,0000,0000,0,7624,0000,0000
"Charlotte, FL",12015,0,4013,0000,0000,0,3663,0000,0000,0,4286,0000,0000,0,12594,0000,0000,0,27559,0000,0000,0,58460,0000,0000,0,110975,0000,0000,0,141627,0000,0000,0,159978,0000,0000,0,27559,0000,0000
"Citrus, FL",12017,0,5516,0000,0000,0,5846,0000,0000,0,6111,0000,0000,0,9268,0000,0000,0,19196,0000,0000,0,54703,0000,0000,0,93515,0000,0000,0,118085,0000,0000,0,141236,0000,0000,0,19196,0000,0000
"Clay, FL",12019,0,6859,0000,0000,0,6468,0000,0000,0,14323,0000,0000,0,19535,0000,0000,0,32059,0000,0000,0,67052,0000,0000,0,105986,0000,0000,0,140814,0000,0000,0,190865,0000,0000,0,32059,0000,0000
"Collier, FL",12021,0,2883,0000,0000,0,5102,0000,0000,0,6488,0000,0000,0,15753,0000,0000,0,38040,0000,0000,0,85971,0000,0000,0,152099,0000,0000,0,251377,0000,0000,0,321520,0000,0000,0,38040,0000,0000
"Columbia, FL",12023,0,14638,0000,0000,0,16859,0000,0000,0,18216,0000,0000,0,20077,0000,0000,0,25250,0000,0000,0,35399,0000,0000,0,42613,0000,0000,0,56513,0000,0000,0,67531,0000,0000,0,25250,0000,0000
"DeSoto, FL",12027,0,7745,0000,0000,0,7792,0000,0000,0,9242,0000,0000,0,11683,0000,0000,0,13060,0000,0000,0,19039,0000,0000,0,23865,0000,0000,0,32209,0000,0000,0,34862,0000,0000,0,13060,0000,0000
"Dixie, FL",12029,0,6419,0000,0000,0,7018,0000,0000,0,3928,0000,0000,0,4479,0000,0000,0,5480,0000,0000,0,7751,0000,0000,0,10585,0000,0000,0,13827,0000,0000,0,16422,0000,0000,0,5480,0000,0000
"Duval, FL",12031,0,155503,0000,0000,0,210143,0000,0000,0,304029,0000,0000,0,455411,0000,0000,0,528865,0000,0000,0,571003,0000,0000,0,672971,0000,0000,0,778879,0000,0000,0,864263,0000,0000,0,528865,0000,0000
"Escambia, FL",12033,0,53594,0000,0000,0,74667,0000,0000,0,112706,0000,0000,0,173829,0000,0000,0,205334,0000,0000,0,233794,0000,0000,0,262798,0000,0000,0,294410,0000,0000,0,297619,0000,0000,0,205334,0000,0000
"Flagler, FL",12035,0,2466,0000,0000,0,3008,0000,0000,0,3367,0000,0000,0,4566,0000,0000,0,4454,0000,0000,0,10913,0000,0000,0,28701,0000,0000,0,49832,0000,0000,0,95696,0000,0000,0,4454,0000,0000
"Franklin, FL",12037,0,6283,0000,0000,0,5991,0000,0000,0,5814,0000,0000,0,6576,0000,0000,0,7065,0000,0000,0,7661,0000,0000,0,8967,0000,0000,0,11057,0000,0000,0,11549,0000,0000,0,7065,0000,0000
"Gadsden, FL",12039,0,29890,0000,0000,0,31450,0000,0000,0,36457,0000,0000,0,41989,0000,0000,0,39184,0000,0000,0,41565,0000,0000,0,41105,0000,0000,0,45087,0000,0000,0,46389,0000,0000,0,39184,0000,0000
"Gilchrist, FL",12041,0,4137,0000,0000,0,4250,0000,0000,0,3499,0000,0000,0,2868,0000,0000,0,3551,0000,0000,0,5767,0000,0000,0,9667,0000,0000,0,14437,0000,0000,0,16939,0000,0000,0,3551,0000,0000
"Glades, FL",12043,0,2762,0000,0000,0,2745,0000,0000,0,2199,0000,0000,0,2950,0000,0000,0,3669,0000,0000,0,5992,0000,0000,0,7591,0000,0000,0,10576,0000,0000,0,12884,0000,0000,0,3669,0000,0000
"Gulf, FL",12045,0,3182,0000,0000,0,6951,0000,0000,0,7460,0000,0000,0,9937,0000,0000,0,10096,0000,0000,0,10658,0000,0000,0,11504,0000,0000,0,13332,0000,0000,0,15863,0000,0000,0,10096,0000,0000
"Hamilton, FL",12047,0,9454,0000,0000,0,9778,0000,0000,0,8981,0000,0000,0,7705,0000,0000,0,7787,0000,0000,0,8761,0000,0000,0,10930,0000,0000,0,13327,0000,0000,0,14799,0000,0000,0,7787,0000,0000
"Hardee, FL",12049,0,10348,0000,0000,0,10158,0000,0000,0,10073,0000,0000,0,12370,0000,0000,0,14889,0000,0000,0,19379,0000,0000,0,19499,0000,0000,0,26938,0000,0000,0,27731,0000,0000,0,14889,0000,0000
"Hendry, FL",12051,0,3492,0000,0000,0,5237,0000,0000,0,6051,0000,0000,0,8119,0000,0000,0,11859,0000,0000,0,18599,0000,0000,0,25773,0000,0000,0,36210,0000,0000,0,39140,0000,0000,0,11859,0000,0000
